subject_id	predicate_id	object_id	mapping_justification	subject_label	object_label	author_id	reviewer_id	comment
Orphanet:101435	skos:broadMatch	biolink:Disease	sio:SIO_000137	Rare genetic eye disease	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:100101	skos:broadMatch	biolink:Disease	sio:SIO_000137	Neuroendocrine tumor with other location	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:100100	skos:broadMatch	biolink:Disease	sio:SIO_000137	Thymic tumor	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:138719	skos:broadMatch	biolink:Gene	sio:SIO_000137	cytochrome b-245 alpha chain	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:75501	skos:broadMatch	biolink:Disease	sio:SIO_000137	OBSOLETE: Ehlers-Danlos syndrome, fibronectinemic type	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:138711	skos:broadMatch	biolink:Disease	sio:SIO_000137	KCNQ1 opposite strand/antisense transcript 1	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:75508	skos:broadMatch	biolink:Disease	sio:SIO_000137	Angioosteohypotrophic syndrome	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:523000	skos:broadMatch	biolink:Disease	sio:SIO_000137	Pediatric-onset glaucoma	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:563954	skos:broadMatch	biolink:Disease	sio:SIO_000137	Isolated congenital hypoglossia	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:138728	skos:broadMatch	biolink:Gene	sio:SIO_000137	major histocompatibility complex, class II, DQ alpha 1	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:353217	skos:broadMatch	biolink:Disease	sio:SIO_000137	Epileptic encephalopathy with global cerebral demyelination	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:138722	skos:broadMatch	biolink:Gene	sio:SIO_000137	Raf-1 proto-oncogene, serine/threonine kinase	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:599916	skos:broadMatch	biolink:Gene	sio:SIO_000137	solute carrier family 26 member 9	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:353211	skos:broadMatch	biolink:Gene	sio:SIO_000137	ANTXR cell adhesion molecule 1	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:525677	skos:broadMatch	biolink:Disease	sio:SIO_000137	Genetic congenital malformation of the eye with glaucoma as a major feature	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:281082	skos:broadMatch	biolink:Disease	sio:SIO_000137	Inherited non-syndromic ichthyosis	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:563951	skos:broadMatch	biolink:Disease	sio:SIO_000137	Isolated congenital aglossia	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:268087	skos:broadMatch	biolink:Gene	sio:SIO_000137	dynein axonemal light chain 1	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:281085	skos:broadMatch	biolink:Disease	sio:SIO_000137	Inherited ichthyosis syndromic form	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:331880	skos:broadMatch	biolink:Gene	sio:SIO_000137	chromosome 12 open reading frame 57	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:293042	skos:broadMatch	biolink:Gene	sio:SIO_000137	dystonin	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:328269	skos:broadMatch	biolink:Disease	sio:SIO_000137	OBSOLETE: Rare bone disease with limb reduction defect	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:163703	skos:broadMatch	biolink:Disease	sio:SIO_000137	Febrile infection-related epilepsy syndrome	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:163708	skos:broadMatch	biolink:Disease	sio:SIO_000137	Cryptogenic late-onset epileptic spasms	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:138706	skos:broadMatch	biolink:Gene	sio:SIO_000137	HtrA serine peptidase 1	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:598603	skos:broadMatch	biolink:Disease	sio:SIO_000137	Facial dysmorphism-hypertrichosis-epilepsy-intellectual disability/developmental delay-gingival overgrowth syndrome	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:293034	skos:broadMatch	biolink:Gene	sio:SIO_000137	CXADR like membrane protein	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:599932	skos:broadMatch	biolink:Gene	sio:SIO_000137	TSPO associated protein 1	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:138702	skos:broadMatch	biolink:Gene	sio:SIO_000137	retina and anterior neural fold homeobox 2	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:163717	skos:broadMatch	biolink:Disease	sio:SIO_000137	Benign familial mesial temporal lobe epilepsy	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:403958	skos:broadMatch	biolink:Gene	sio:SIO_000137	prickle planar cell polarity protein 2	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:124117	skos:broadMatch	biolink:Gene	sio:SIO_000137	propionyl-CoA carboxylase subunit beta	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:51577	skos:broadMatch	biolink:Disease	sio:SIO_000137	Cobblestone lissencephaly	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:124115	skos:broadMatch	biolink:Gene	sio:SIO_000137	propionyl-CoA carboxylase subunit alpha	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:124110	skos:broadMatch	biolink:Gene	sio:SIO_000137	pterin-4 alpha-carbinolamine dehydratase 1	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:317554	skos:broadMatch	biolink:Gene	sio:SIO_000137	otogelin	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:391408	skos:broadMatch	biolink:Disease	sio:SIO_000137	Primary microcephaly-mild intellectual disability-young-onset diabetes syndrome	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:316226	skos:broadMatch	biolink:Disease	sio:SIO_000137	Spastic ataxia	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:124119	skos:broadMatch	biolink:Gene	sio:SIO_000137	protocadherin related 15	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:304234	skos:broadMatch	biolink:Gene	sio:SIO_000137	RAD21 cohesin complex component	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:317546	skos:broadMatch	biolink:Gene	sio:SIO_000137	homeobox C13	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:124125	skos:broadMatch	biolink:Gene	sio:SIO_000137	phosphoenolpyruvate carboxykinase 2, mitochondrial	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:124123	skos:broadMatch	biolink:Gene	sio:SIO_000137	phosphoenolpyruvate carboxykinase 1	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:124129	skos:broadMatch	biolink:Gene	sio:SIO_000137	pericentriolar material 1	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:293091	skos:broadMatch	biolink:Gene	sio:SIO_000137	erythrocyte membrane protein band 4.1 like 1	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:391411	skos:broadMatch	biolink:Disease	sio:SIO_000137	Atypical juvenile parkinsonism	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:293095	skos:broadMatch	biolink:Gene	sio:SIO_000137	AT-rich interaction domain 1B	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:391417	skos:broadMatch	biolink:Disease	sio:SIO_000137	HSD10 disease	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:304247	skos:broadMatch	biolink:Gene	sio:SIO_000137	CD151 molecule (Raph blood group)	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:574637	skos:broadMatch	biolink:Disease	sio:SIO_000137	Ivermectin toxicity	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:304242	skos:broadMatch	biolink:Gene	sio:SIO_000137	triadin	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:563991	skos:broadMatch	biolink:Disease	sio:SIO_000137	Osteochondrosis of the tarsal bone	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:562639	skos:broadMatch	biolink:Disease	sio:SIO_000137	Primary biliary cholangitis/primary sclerosing cholangitis and autoimmune hepatitis overlap syndrome	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:316244	skos:broadMatch	biolink:Disease	sio:SIO_000137	Partial deletion of the short arm of chromosome 12	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:316240	skos:broadMatch	biolink:Disease	sio:SIO_000137	Autosomal recessive spastic ataxia	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:535057	skos:broadMatch	biolink:Gene	sio:SIO_000137	phenylalanyl-tRNA synthetase subunit beta	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:293085	skos:broadMatch	biolink:Gene	sio:SIO_000137	calcium voltage-gated channel auxiliary subunit gamma 2	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:317572	skos:broadMatch	biolink:Gene	sio:SIO_000137	ribosomal protein L26	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:535053	skos:broadMatch	biolink:Gene	sio:SIO_000137	thrombospondin type 1 domain containing 1	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:391428	skos:broadMatch	biolink:Disease	sio:SIO_000137	HSD10 disease, infantile type	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:536391	skos:broadMatch	biolink:Disease	sio:SIO_000137	RASopathy	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:138732	skos:broadMatch	biolink:Gene	sio:SIO_000137	X-linked inhibitor of apoptosis	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:281090	skos:broadMatch	biolink:Disease	sio:SIO_000137	Syndromic recessive X-linked ichthyosis	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:87503	skos:broadMatch	biolink:Disease	sio:SIO_000137	Mal de Meleda	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:281097	skos:broadMatch	biolink:Disease	sio:SIO_000137	Autosomal recessive congenital ichthyosis	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:50251	skos:broadMatch	biolink:Disease	sio:SIO_000137	Pleural mesothelioma	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:124103	skos:broadMatch	biolink:Gene	sio:SIO_000137	paired box 8	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:316235	skos:broadMatch	biolink:Disease	sio:SIO_000137	Autosomal dominant spastic ataxia	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:124100	skos:broadMatch	biolink:Gene	sio:SIO_000137	paired box 7	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:124107	skos:broadMatch	biolink:Gene	sio:SIO_000137	pyruvate carboxylase	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:124105	skos:broadMatch	biolink:Gene	sio:SIO_000137	paired box 9	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:317560	skos:broadMatch	biolink:Gene	sio:SIO_000137	polyribonucleotide nucleotidyltransferase 1	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:331852	skos:broadMatch	biolink:Gene	sio:SIO_000137	growth factor, augmenter of liver regeneration	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:317567	skos:broadMatch	biolink:Gene	sio:SIO_000137	otogelin like	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:138742	skos:broadMatch	biolink:Disease	sio:SIO_000137	RNA component of mitochondrial RNA processing endoribonuclease	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:304263	skos:broadMatch	biolink:Gene	sio:SIO_000137	ADAM metallopeptidase with thrombospondin type 1 motif 17	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:124154	skos:broadMatch	biolink:Gene	sio:SIO_000137	platelet derived growth factor receptor alpha	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:391457	skos:broadMatch	biolink:Disease	sio:SIO_000137	HSD10 disease, neonatal type	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:124166	skos:broadMatch	biolink:Gene	sio:SIO_000137	pyruvate dehydrogenase complex component X	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:318839	skos:broadMatch	biolink:Gene	sio:SIO_000137	multiple EGF like domains 8	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:124161	skos:broadMatch	biolink:Gene	sio:SIO_000137	pyruvate dehydrogenase E1 subunit alpha 1	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:498251	skos:broadMatch	biolink:Disease	sio:SIO_000137	Menstrual cycle-dependent periodic fever	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:124164	skos:broadMatch	biolink:Gene	sio:SIO_000137	pyruvate dehydrogenase E1 subunit beta	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:498228	skos:broadMatch	biolink:Disease	sio:SIO_000137	Phyllodes tumor of the prostate	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:391468	skos:broadMatch	biolink:Gene	sio:SIO_000137	phosphate cytidylyltransferase 1A, choline	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:124137	skos:broadMatch	biolink:Gene	sio:SIO_000137	proprotein convertase subtilisin/kexin type 9	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:609773	skos:broadMatch	biolink:Gene	sio:SIO_000137	SIN3 transcription regulator family member B	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:98204	skos:broadMatch	biolink:Disease	sio:SIO_000137	OBSOLETE: Heredodegenerative disease with dystonia as a major feature	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:75567	skos:broadMatch	biolink:Disease	sio:SIO_000137	Primary progressive freezing gait	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:98203	skos:broadMatch	biolink:Disease	sio:SIO_000137	Combined dystonia	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:318860	skos:broadMatch	biolink:Gene	sio:SIO_000137	GATA zinc finger domain containing 2B	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:500313	skos:broadMatch	biolink:Gene	sio:SIO_000137	complement factor H related 2	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:75566	skos:broadMatch	biolink:Disease	sio:SIO_000137	Loeffler endocarditis	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:75565	skos:broadMatch	biolink:Disease	sio:SIO_000137	Tropical endomyocardial fibrosis	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:75564	skos:broadMatch	biolink:Disease	sio:SIO_000137	Acquired idiopathic sideroblastic anemia	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:124131	skos:broadMatch	biolink:Gene	sio:SIO_000137	proprotein convertase subtilisin/kexin type 1	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:75563	skos:broadMatch	biolink:Disease	sio:SIO_000137	X-linked sideroblastic anemia	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:318865	skos:broadMatch	biolink:Gene	sio:SIO_000137	TANK binding kinase 1	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:331806	skos:broadMatch	biolink:Gene	sio:SIO_000137	dynamin 1 like	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:609764	skos:broadMatch	biolink:Gene	sio:SIO_000137	dihydropyrimidinase like 5	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:609766	skos:broadMatch	biolink:Gene	sio:SIO_000137	neurochondrin	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:609768	skos:broadMatch	biolink:Gene	sio:SIO_000137	ubiquitination factor E4A	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:124146	skos:broadMatch	biolink:Gene	sio:SIO_000137	phosphodiesterase 6A	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:391479	skos:broadMatch	biolink:Disease	sio:SIO_000137	OBSOLETE: Syndromic frontonasal dysplasia	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:609760	skos:broadMatch	biolink:Gene	sio:SIO_000137	semaphorin 4D	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:391474	skos:broadMatch	biolink:Disease	sio:SIO_000137	Frontorhiny	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:124149	skos:broadMatch	biolink:Gene	sio:SIO_000137	phosphodiesterase 6B	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:609762	skos:broadMatch	biolink:Gene	sio:SIO_000137	TLC domain containing 3B	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:501654	skos:broadMatch	biolink:Gene	sio:SIO_000137	cadherin 11	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:124142	skos:broadMatch	biolink:Gene	sio:SIO_000137	programmed cell death 10	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:318853	skos:broadMatch	biolink:Gene	sio:SIO_000137	ATR interacting protein	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:318801	skos:broadMatch	biolink:Gene	sio:SIO_000137	ATP binding cassette subfamily B member 1	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:98261	skos:broadMatch	biolink:Disease	sio:SIO_000137	Progressive myoclonic epilepsy	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:391487	skos:broadMatch	biolink:Disease	sio:SIO_000137	Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:98260	skos:broadMatch	biolink:Disease	sio:SIO_000137	Adolescent-onset epilepsy syndrome	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:501662	skos:broadMatch	biolink:Gene	sio:SIO_000137	myosin IH	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:501665	skos:broadMatch	biolink:Gene	sio:SIO_000137	filaggrin 2	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:124194	skos:broadMatch	biolink:Gene	sio:SIO_000137	peroxisomal biogenesis factor 12	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:124191	skos:broadMatch	biolink:Gene	sio:SIO_000137	peroxisomal biogenesis factor 10	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:124198	skos:broadMatch	biolink:Gene	sio:SIO_000137	peroxisomal biogenesis factor 14	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:124196	skos:broadMatch	biolink:Gene	sio:SIO_000137	peroxisomal biogenesis factor 13	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:98267	skos:broadMatch	biolink:Disease	sio:SIO_000137	Genetic non-syndromic obesity	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:163721	skos:broadMatch	biolink:Disease	sio:SIO_000137	Rolandic epilepsy-speech dyspraxia syndrome	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:449280	skos:broadMatch	biolink:Disease	sio:SIO_000137	Scedosporiosis	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:210592	skos:broadMatch	biolink:Disease	sio:SIO_000137	OBSOLETE: Giant infantile hemangioma	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:163727	skos:broadMatch	biolink:Disease	sio:SIO_000137	Rolandic epilepsy-paroxysmal exercise-induced dystonia-writer's cramp syndrome	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:98253	skos:broadMatch	biolink:Disease	sio:SIO_000137	Postinfectious encephalitis	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:98252	skos:broadMatch	biolink:Disease	sio:SIO_000137	Infectious encephalitis	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:538934	skos:broadMatch	biolink:Disease	sio:SIO_000137	X-linked lymphoproliferative disease due to XIAP deficiency	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:391497	skos:broadMatch	biolink:Disease	sio:SIO_000137	Juvenile myasthenia gravis	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:449285	skos:broadMatch	biolink:Disease	sio:SIO_000137	Snakebite envenomation	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:98259	skos:broadMatch	biolink:Disease	sio:SIO_000137	Childhood-onset epilepsy syndrome	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:538931	skos:broadMatch	biolink:Disease	sio:SIO_000137	X-linked lymphoproliferative disease due to SH2D1A deficiency	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:98258	skos:broadMatch	biolink:Disease	sio:SIO_000137	Infantile epilepsy syndrome	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:98255	skos:broadMatch	biolink:Disease	sio:SIO_000137	Chronic encephalitis	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:98257	skos:broadMatch	biolink:Disease	sio:SIO_000137	Neonatal epilepsy syndrome	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:449291	skos:broadMatch	biolink:Disease	sio:SIO_000137	Symptomatic form of fragile X syndrome in female carriers	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:514980	skos:broadMatch	biolink:Disease	sio:SIO_000137	ATP13A2-related parkinsonism	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
